"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"1570","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4800","2000 to 2500","Aug-2016"
"1571","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Terrace House","na*","2400","1000 to 1500","Aug-2016"
"1572","STRATTON PARK","STRATTON WALK","28","Terrace House","na*","2600","2000 to 2500","Aug-2016"
"1573","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Semi-Detached House","na*","4800","2000 to 2500","Aug-2016"
"1574","SELETAR HILLS ESTATE","JALAN LEKUB","28","Semi-Detached House","na*","2350","1000 to 1500","Aug-2016"
"1575","SELETAR HILLS ESTATE","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","4400","2500 to 3000","Aug-2016"
"1576","SELETAR HILLS ESTATE","SARACA ROAD","28","Detached House","na*","6000","3000 to 3500","Aug-2016"
"1577","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4803","2500 to 3000","Aug-2016"
"1578","SELETAR HILLS ESTATE","JALAN REDOP","28","Semi-Detached House","na*","6000","3000 to 3500","Aug-2016"
"1579","SELETAR HILLS ESTATE","JALAN KERUING","28","Terrace House","na*","3500","1000 to 1500","Aug-2016"
"1580","SELETAR HILLS ESTATE","JALAN SELASEH","28","Semi-Detached House","na*","1750","1000 to 1500","Aug-2016"
"1581","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5102","2500 to 3000","Aug-2016"
"1582","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4915","3000 to 3500","Aug-2016"
"1583","SELETAR HILLS ESTATE","SARACA ROAD","28","Detached House","na*","12650","3500 to 4000","Aug-2016"
"1584","SELETAR HILLS ESTATE","JALAN KETUMBIT","28","Detached House","na*","9000","5500 to 6000","Aug-2016"
"1585","SARACA GARDENS","SARACA WALK","28","Terrace House","na*","2800","2000 to 2500","Aug-2016"
"1586","SELETAR GARDEN","CACTUS ROAD","28","Terrace House","na*","5000","3000 to 3500","Aug-2016"
"1587","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","2900","1000 to 1500","Aug-2016"
"1588","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3000 to 3500","Aug-2016"
"1589","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5102","2500 to 3000","Aug-2016"
"1590","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5300","2500 to 3000","Aug-2016"
"1591","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5289","2500 to 3000","Aug-2016"
"1592","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4822","3000 to 3500","Aug-2016"
"1593","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","2900","<= 1000","Aug-2016"
"1594","SEMBAWANG STRAITS ESTATE","JALAN MACHANG","27","Semi-Detached House","na*","2700","1500 to 2000","Aug-2016"
"1595","SEMBAWANG SQUARE ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","5000","2000 to 2500","Aug-2016"
"1596","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","2700","<= 1000","Aug-2016"
"1597","LANDED HOUSING DEVELOPMENT","JALAN KERAYONG","27","Semi-Detached House","na*","3500","2500 to 3000","Aug-2016"
"1598","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","6400","3000 to 3500","Aug-2016"
"1599","MIMOSA TERRACE","MIMOSA TERRACE","28","Terrace House","na*","4000","2000 to 2500","Jul-2016"
"1600","LANDED HOUSING DEVELOPMENT","GERALD PARK","28","Terrace House","na*","3800","1500 to 2000","Jul-2016"
"1601","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4821","2500 to 3000","Jul-2016"
"1602","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4500","2000 to 2500","Jul-2016"
"1603","D' KENARIS","JALAN KENARAH","28","Semi-Detached House","na*","3900","1500 to 2000","Jul-2016"
"1604","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5663","3000 to 3500","Jul-2016"
"1605","SEMBAWANG PARK","JALAN LENGKOK SEMBAWANG","27","Semi-Detached House","na*","3200","1500 to 2000","Jul-2016"
"1606","LANDED HOUSING DEVELOPMENT","GERALD PARK","28","Terrace House","na*","4400","1500 to 2000","Jul-2016"
"1607","CAMELIA PARK","TAMARIND ROAD","28","Semi-Detached House","na*","3300","2500 to 3000","Jul-2016"
"1608","CABANA","SUNRISE TERRACE","28","Semi-Detached House","na*","5876","3000 to 3500","Jul-2016"
"1609","LANDED HOUSING DEVELOPMENT","WAK HASSAN DRIVE","27","Terrace House","na*","7200","6000 to 6500","Jul-2016"
"1610","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5500","3000 to 3500","Jul-2016"
"1611","GREEN SPRINGS","GERALD CRESCENT","28","Terrace House","na*","3200","2000 to 2500","Jul-2016"
"1612","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","3500","2000 to 2500","Jul-2016"
"1613","SUNRISE VILLA","SUNRISE CLOSE","28","Terrace House","na*","2600","1500 to 2000","Jul-2016"
"1614","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4600","3000 to 3500","Jul-2016"
"1615","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","1750","1000 to 1500","Jul-2016"
"1616","LANDED HOUSING DEVELOPMENT","LORONG TANGGAM","28","Semi-Detached House","na*","4800","3000 to 3500","Jul-2016"
"1617","ESTE VILLA","NIM ROAD","28","Semi-Detached House","na*","6800","5000 to 5500","Jul-2016"
"1618","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4822","2500 to 3000","Jul-2016"
"1619","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","2600","1000 to 1500","Jul-2016"
"1620","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","5000","3000 to 3500","Jul-2016"
"1621","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4700","3000 to 3500","Jul-2016"
"1622","LANDED HOUSING DEVELOPMENT","MIMOSA CRESCENT","28","Detached House","na*","8500","2500 to 3000","Jul-2016"
"1623","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","3000","1500 to 2000","Jul-2016"
"1624","TUAN SING PARK","DEDAP ROAD","28","Semi-Detached House","na*","3000","2500 to 3000","Jul-2016"
"1625","SEMBAWANG GARDENS ARCADE","JALAN DERUM","27","Semi-Detached House","na*","3400","1500 to 2000","Jul-2016"
"1626","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5000","3000 to 3500","Jul-2016"
"1627","SEMBAWANG SPRINGS ESTATE","JALAN SALANG","27","Semi-Detached House","na*","8000","3000 to 3500","Jul-2016"
"1628","LANDED HOUSING DEVELOPMENT","MILTONIA CLOSE","27","Terrace House","na*","4000","2000 to 2500","Jul-2016"
"1629","SELETAR HILLS ESTATE","NERAM ROAD","28","Semi-Detached House","na*","2500","1500 to 2000","Jul-2016"
"1630","CABANA","SUNRISE TERRACE","28","Terrace House","na*","6207","3000 to 3500","Jul-2016"
"1631","SELETAR HILLS ESTATE","JALAN BANGAU","28","Semi-Detached House","na*","3800","1500 to 2000","Jul-2016"
"1632","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5756","2500 to 3000","Jul-2016"
"1633","STRATTON PARK","STRATTON PLACE","28","Terrace House","na*","3300","1500 to 2000","Jun-2016"
"1634","LANDED HOUSING DEVELOPMENT","JALAN SHAER","27","Detached House","na*","11500","6500 to 7000","Jun-2016"
"1635","SEMBAWANG SPRINGS ESTATE","JALAN SHAER","27","Detached House","na*","2800","1500 to 2000","Jun-2016"
"1636","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4822","2500 to 3000","Jun-2016"
"1637","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","3000","1000 to 1500","Jun-2016"
"1638","SELETAR HILLS ESTATE","JALAN JORAN","28","Semi-Detached House","na*","3500","1500 to 2000","Jun-2016"
"1639","SEMBAWANG SPRINGS ESTATE","JALAN SHAER","27","Detached House","na*","3500","1000 to 1500","Jun-2016"
"1640","SEMBAWANG SQUARE ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","3750","1500 to 2000","Jun-2016"
"1641","SEMBAWANG STRAITS ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","3000","1000 to 1500","Jun-2016"
"1642","SELETAR HILLS ESTATE","JALAN KELULUT","28","Semi-Detached House","na*","3000","1500 to 2000","Jun-2016"
"1643","SELETAR HILLS ESTATE","JALAN KETUMBIT","28","Terrace House","na*","3400","1000 to 1500","Jun-2016"
"1644","LANDED HOUSING DEVELOPMENT","KERONG LANE","27","Terrace House","na*","6200","4000 to 4500","Jun-2016"
"1645","LANDED HOUSING DEVELOPMENT","KERONG WALK","27","Terrace House","na*","6000","3000 to 3500","Jun-2016"
"1646","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4500","2000 to 2500","Jun-2016"
"1647","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4000","2000 to 2500","Jun-2016"
"1648","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5576","3000 to 3500","Jun-2016"
"1649","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4000","2500 to 3000","Jun-2016"
"1650","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","4000","2000 to 2500","Jun-2016"
"1651","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4915","2500 to 3000","Jun-2016"
"1652","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5300","3500 to 4000","Jun-2016"
"1653","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4200","2000 to 2500","Jun-2016"
"1654","CABANA","SUNRISE TERRACE","28","Terrace House","na*","7912","3000 to 3500","Jun-2016"
"1655","SELETAR HILLS ESTATE","JALAN LAKUM","28","Terrace House","na*","2400","1000 to 1500","Jun-2016"
"1656","MIMOSA GARDENS","MIMOSA ROAD","28","Semi-Detached House","na*","6000","3000 to 3500","Jun-2016"
"1657","SEMBAWANG STRAITS ESTATE","JALAN MACHANG","27","Semi-Detached House","na*","2500","1000 to 1500","Jun-2016"
"1658","SELETAR HILLS ESTATE","JALAN REDOP","28","Semi-Detached House","na*","2800","1500 to 2000","Jun-2016"
"1659","TUAN SING PARK","DEDAP ROAD","28","Semi-Detached House","na*","4700","4000 to 4500","Jun-2016"
"1660","SARACA GARDENS","SARACA VIEW","28","Terrace House","na*","4500","2000 to 2500","Jun-2016"
"1661","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3600","2000 to 2500","Jun-2016"
"1662","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","4000","1500 to 2000","Jun-2016"
"1663","FANTA GARDEN","BEGONIA DRIVE","28","Terrace House","na*","4800","2500 to 3000","Jun-2016"
"1664","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","5000","2000 to 2500","Jun-2016"
"1665","STRATTON PARK","STRATTON PLACE","28","Terrace House","na*","2800","2000 to 2500","Jun-2016"
"1666","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","4300","2500 to 3000","Jun-2016"
"1667","MIMOSA PARK","MIMOSA ROAD","28","Terrace House","na*","4900","2000 to 2500","Jun-2016"
"1668","STRATTON PARK","STRATTON PLACE","28","Terrace House","na*","3300","1500 to 2000","Jun-2016"
"1669","CABANA","SUNRISE TERRACE","28","Terrace House","na*","3800","2500 to 3000","Jun-2016"
"1670","SEMBAWANG STRAITS ESTATE","JALAN GELAM","27","Detached House","na*","3650","1500 to 2000","Jun-2016"
"1671","LANDED HOUSING DEVELOPMENT","JALAN SENDUDOK","27","Semi-Detached House","na*","2900","2500 to 3000","Jun-2016"
"1672","SEMBAWANG STRAITS ESTATE","JALAN MACHANG","27","Semi-Detached House","na*","2600","1000 to 1500","Jun-2016"
"1673","SELETAR HILLS ESTATE","SARACA ROAD","28","Semi-Detached House","na*","5700","2500 to 3000","Jun-2016"
"1674","SUNRISE VILLA","SUNRISE WALK","28","Terrace House","na*","4500","2000 to 2500","Jun-2016"
"1675","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","2600","1000 to 1500","Jun-2016"
"1676","SARACA GARDENS","SARACA WALK","28","Terrace House","na*","3200","2000 to 2500","Jun-2016"
"1677","MIMOSA PARK","MIMOSA CRESCENT","28","Terrace House","na*","4400","2000 to 2500","Jun-2016"
"1678","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","4800","2500 to 3000","Jun-2016"
"1679","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","5580","2000 to 2500","May-2016"
"1680","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4200","2000 to 2500","May-2016"
"1681","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4800","2500 to 3000","May-2016"
"1682","LANDED HOUSING DEVELOPMENT","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","3600","2000 to 2500","May-2016"
"1683","LANDED HOUSING DEVELOPMENT","GERALD CRESCENT","28","Semi-Detached House","na*","3700","2000 to 2500","May-2016"
"1684","SUNRISE VILLA","SUNRISE DRIVE","28","Semi-Detached House","na*","3100","1500 to 2000","May-2016"
"1685","LILAC PARK","NIM ROAD","28","Semi-Detached House","na*","5500","2500 to 3000","May-2016"
"1686","LANDED HOUSING DEVELOPMENT","MIMOSA PLACE","28","Terrace House","na*","3800","2000 to 2500","May-2016"
"1687","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4915","2500 to 3000","May-2016"
"1688","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4500","2000 to 2500","May-2016"
"1689","SEMBAWANG STRAITS ESTATE","JALAN BASONG","27","Semi-Detached House","na*","2600","1500 to 2000","May-2016"
"1690","SEMBAWANG GARDENS ARCADE","JALAN DERUM","27","Semi-Detached House","na*","5050","2500 to 3000","May-2016"
"1691","SEMBAWANG SPRINGS ESTATE","JALAN SAJAK","27","Semi-Detached House","na*","3550","2000 to 2500","May-2016"
"1692","SELETAR HILLS ESTATE","JALAN JITONG","28","Semi-Detached House","na*","2750","1500 to 2000","May-2016"
"1693","SELETAR HILLS ESTATE","JALAN RENGAS","28","Semi-Detached House","na*","2800","1000 to 1500","May-2016"
"1694","SEMBAWANG SPRINGS ESTATE","JALAN SERENGAM","27","Semi-Detached House","na*","2900","1000 to 1500","May-2016"
"1695","SEMBAWANG SPRINGS ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","1800","<= 1000","May-2016"
"1696","TUAN SING PARK","DEDAP ROAD","28","Semi-Detached House","na*","4800","3000 to 3500","May-2016"
"1697","LANDED HOUSING DEVELOPMENT","BEGONIA TERRACE","28","Semi-Detached House","na*","5200","2500 to 3000","May-2016"
"1698","SELETAR HILLS ESTATE","JALAN BANGAU","28","Semi-Detached House","na*","2500","1000 to 1500","May-2016"
"1699","LANDED HOUSING DEVELOPMENT","SEMBAWANG ROAD","27","Semi-Detached House","na*","7000","3500 to 4000","May-2016"
"1700","SEMBAWANG SPRINGS ESTATE","JALAN SERENGAM","27","Semi-Detached House","na*","3000","2000 to 2500","May-2016"
"1701","MIMOSA TERRACE","SARACA ROAD","28","Terrace House","na*","3800","2000 to 2500","May-2016"
"1702","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","4800","2500 to 3000","May-2016"
"1703","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4300","3000 to 3500","May-2016"
"1704","LANDED HOUSING DEVELOPMENT","JALAN TARI SERIMPI","28","Terrace House","na*","3250","1500 to 2000","May-2016"
"1705","SEMBAWANG STRAITS ESTATE","JALAN SANKAM","27","Terrace House","na*","3150","1000 to 1500","May-2016"
"1706","DEDAP GARDENS","DEDAP PLACE","28","Terrace House","na*","4300","1500 to 2000","Apr-2016"
"1707","SARACA GARDENS","SARACA WALK","28","Semi-Detached House","na*","4600","2500 to 3000","Apr-2016"
"1708","LANDED HOUSING DEVELOPMENT","JALAN MATA AYER","27","Semi-Detached House","na*","3200","2000 to 2500","Apr-2016"
"1709","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","2500","1000 to 1500","Apr-2016"
"1710","SUNRISE VILLA","SUNRISE DRIVE","28","Terrace House","na*","3500","1500 to 2000","Apr-2016"
"1711","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","3588","2000 to 2500","Apr-2016"
"1712","SUNRISE VILLA","SUNRISE TERRACE","28","Terrace House","na*","2900","1500 to 2000","Apr-2016"
"1713","DEDAP GARDENS","DEDAP LINK","28","Terrace House","na*","3400","1500 to 2000","Apr-2016"
"1714","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","5300","3500 to 4000","Apr-2016"
"1715","SEMBAWANG GARDENS ARCADE","JALAN DERUM","27","Semi-Detached House","na*","5650","2500 to 3000","Apr-2016"
"1716","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3000 to 3500","Apr-2016"
"1717","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4500","2000 to 2500","Apr-2016"
"1718","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4750","2000 to 2500","Apr-2016"
"1719","LANDED HOUSING DEVELOPMENT","JALAN REDOP","28","Terrace House","na*","3600","2000 to 2500","Apr-2016"
"1720","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Semi-Detached House","na*","5500","1500 to 2000","Apr-2016"
"1721","LANDED HOUSING DEVELOPMENT","TAMARIND ROAD","28","Semi-Detached House","na*","4600","2000 to 2500","Apr-2016"
"1722","SELETAR HILLS ESTATE","KASAI ROAD","28","Terrace House","na*","3900","1500 to 2000","Apr-2016"
"1723","SEMBAWANG SPRINGS ESTATE","JALAN CHERPEN","27","Detached House","na*","4500","1000 to 1500","Apr-2016"
"1724","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","3500","1500 to 2000","Apr-2016"
"1725","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Terrace House","na*","2100","1000 to 1500","Apr-2016"
"1726","SEMBAWANG STRAITS ESTATE","JALAN SANKAM","27","Semi-Detached House","na*","3100","1000 to 1500","Apr-2016"
"1727","SELETAR HILLS ESTATE","JALAN JORAN","28","Semi-Detached House","na*","3400","1500 to 2000","Apr-2016"
"1728","LANDED HOUSING DEVELOPMENT","SUNRISE AVENUE","28","Semi-Detached House","na*","4000","2000 to 2500","Apr-2016"
"1729","LANDED HOUSING DEVELOPMENT","JALAN TARI DULANG","28","Terrace House","na*","3900","1500 to 2000","Apr-2016"
"1730","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4000","2000 to 2500","Apr-2016"
"1731","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4650","2000 to 2500","Apr-2016"
"1732","PLATINA GARDENS","PLATINA ROAD","27","Terrace House","na*","3700","2000 to 2500","Apr-2016"
"1733","LANDED HOUSING DEVELOPMENT","JALAN TARI DULANG","28","Terrace House","na*","3400","2000 to 2500","Mar-2016"
"1734","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3000 to 3500","Mar-2016"
"1735","STRATTON PARK","STRATTON DRIVE","28","Terrace House","na*","3500","1500 to 2000","Mar-2016"
"1736","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5500","3000 to 3500","Mar-2016"
"1737","LANDED HOUSING DEVELOPMENT","WAK HASSAN DRIVE","27","Terrace House","na*","6500","3500 to 4000","Mar-2016"
"1738","LANDED HOUSING DEVELOPMENT","BEGONIA ROAD","28","Semi-Detached House","na*","5250","2500 to 3000","Mar-2016"
"1739","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5476","3000 to 3500","Mar-2016"
"1740","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","3000","1000 to 1500","Mar-2016"
"1741","SELETAR HILLS ESTATE","JALAN RENGAS","28","Semi-Detached House","na*","3000","1500 to 2000","Mar-2016"
"1742","KELULUT HILL","KELULUT HILL","28","Terrace House","na*","3500","1500 to 2000","Mar-2016"
"1743","SEMBAWANG SPRINGS ESTATE","JALAN CHERPEN","27","Detached House","na*","4300","1000 to 1500","Mar-2016"
"1744","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","3400","1000 to 1500","Mar-2016"
"1745","STRATTON GREEN","NIM GREEN","28","Terrace House","na*","4800","2000 to 2500","Mar-2016"
"1746","LANDED HOUSING DEVELOPMENT","JALAN TARI SERIMPI","28","Terrace House","na*","3540","2500 to 3000","Mar-2016"
"1747","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","4200","2000 to 2500","Mar-2016"
"1748","LANDED HOUSING DEVELOPMENT","JALAN JARAK","28","Semi-Detached House","na*","5500","2000 to 2500","Mar-2016"
"1749","LANDED HOUSING DEVELOPMENT","JALAN HIKAYAT","27","Semi-Detached House","na*","6800","2500 to 3000","Mar-2016"
"1750","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5569","2500 to 3000","Mar-2016"
"1751","LANDED HOUSING DEVELOPMENT","JALAN TARI SERIMPI","28","Terrace House","na*","3400","2000 to 2500","Mar-2016"
"1752","STRATTON PARK","STRATTON WALK","28","Terrace House","na*","3600","2000 to 2500","Mar-2016"
"1753","VILLA BEGONIA","BEGONIA LANE","28","Terrace House","na*","3900","2500 to 3000","Feb-2016"
"1754","LANDED HOUSING DEVELOPMENT","SUNRISE AVENUE","28","Terrace House","na*","4600","3000 to 3500","Feb-2016"
"1755","LILAC PARK","LILAC ROAD","28","Semi-Detached House","na*","4500","2500 to 3000","Feb-2016"
"1756","SELETAR HILLS ESTATE","SARACA ROAD","28","Semi-Detached House","na*","5000","2000 to 2500","Feb-2016"
"1757","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","4000","2000 to 2500","Feb-2016"
"1758","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","2200","<= 1000","Feb-2016"
"1759","STRAITS GARDENS","ANDREWS TERRACE","27","Terrace House","na*","4000","2000 to 2500","Feb-2016"
"1760","SELETAR HILLS ESTATE","JALAN CHERMAI","28","Terrace House","na*","7000","4000 to 4500","Feb-2016"
"1761","FLORIDA PARK","SUNRISE WAY","28","Terrace House","na*","4400","2000 to 2500","Feb-2016"
